,word,Spanish-es,emotion,emotion-intensity-score
4811,outpost,avanzada,fear,0.32799999999999996
4812,uhoh,NO TRANSLATION,fear,0.32799999999999996
4813,senseless,sin sentido,fear,0.32799999999999996
4814,wrongly,errÃ³neamente,fear,0.32799999999999996
4815,bugaboo,pesadilla,fear,0.32799999999999996
4816,weirdo,bicho raro,fear,0.32799999999999996
4817,ethereal,etÃ©reo,fear,0.32799999999999996
4818,scarce,escaso,fear,0.327
4819,unsettled,inestable,fear,0.327
4820,antisocial,antisocial,fear,0.324
4821,astray,por mal camino,fear,0.32
4822,vigilant,vigilante,fear,0.319
4823,socialist,socialista,fear,0.318
4824,halter,cabestro,fear,0.318
4825,pessimist,pesimista,fear,0.317
4826,pacing,ritmo,fear,0.316
4827,opponent,adversario,fear,0.312
4828,discontinuity,discontinuidad,fear,0.312
4829,conspire,conspirar,fear,0.312
4830,trickery,astucia,fear,0.312
4831,obsessing,obsesionante,fear,0.312
4832,seclusion,reclusiÃ³n,fear,0.312
4833,whirlwind,torbellino,fear,0.312
4834,unexpected,inesperado,fear,0.312
4835,ahhhhhhhh,NO TRANSLATION,fear,0.312
4836,cram,atestar,fear,0.312
4837,collusion,colusiÃ³n,fear,0.312
4838,muzzle,bozal,fear,0.312
4839,blight,plaga,fear,0.312
4840,foreigner,extranjero,fear,0.312
4841,chargeable,cobrable,fear,0.312
4842,laxative,laxante,fear,0.312
4843,clinical,clÃ­nico,fear,0.312
4844,dentist,dentista,fear,0.312
4845,therapist,terapeuta,fear,0.312
4846,deadline,fecha tope,fear,0.312
4847,bewilderment,desconcierto,fear,0.312
4848,litigate,litigar,fear,0.312
4849,nether,inferior,fear,0.312
4850,thorny,espinoso,fear,0.312
4851,valium,Valium,fear,0.312
4852,powerful,poderoso,fear,0.312
4853,uneasy,difÃ­cil,fear,0.312
4854,unkind,cruel,fear,0.312
4855,ordnance,artillerÃ­a,fear,0.312
4856,wimpy,dÃ©bil,fear,0.312
4857,overthinking,pensando demasiado,fear,0.309
4858,doubts,dudas,fear,0.308
4859,seriousness,gravedad,fear,0.305
4860,irrational,irracional,fear,0.305
4861,erase,borrar,fear,0.303
4862,teasing,burlas,fear,0.303
4863,razor,maquinilla de afeitar,fear,0.303
4864,sweating,transpiraciÃ³n,fear,0.298
4865,reluctant,reacio,fear,0.297
4866,mage,mago,fear,0.297
4867,crouching,agachÃ¡ndose,fear,0.297
4868,warning,advertencia,fear,0.297
4869,endless,interminable,fear,0.297
4870,adjudicate,juzgar,fear,0.297
4871,bale,bala,fear,0.297
4872,inflation,inflaciÃ³n,fear,0.297
4873,giant,gigante,fear,0.297
4874,auditor,auditor,fear,0.297
4875,medical,mÃ©dico,fear,0.297
4876,swamp,pantano,fear,0.297
4877,bitch,perra,fear,0.297
4878,mislead,engaÃ±ar,fear,0.297
4879,weighty,pesado,fear,0.297
4880,avoid,evitar,fear,0.297
4881,depreciated,depreciado,fear,0.297
4882,flounder,platija,fear,0.297
4883,deflation,deflaciÃ³n,fear,0.297
4884,unsurpassed,insuperado,fear,0.297
4885,dashed,discontinua,fear,0.297
4886,hide,esconder,fear,0.297
4887,timidity,timidez,fear,0.297
4888,deluge,diluvio,fear,0.287
4889,disinformation,desinformaciÃ³n,fear,0.28600000000000003
4890,court,Corte,fear,0.284
4891,aversion,aversiÃ³n,fear,0.28300000000000003
4892,hurryup,NO TRANSLATION,fear,0.281
4893,unfriendly,antipÃ¡tico,fear,0.281
4894,remains,permanece,fear,0.281
4895,discourage,desalentar,fear,0.281
4896,cautious,cauteloso,fear,0.281
4897,oncoming,venidero,fear,0.281
4898,flying,volador,fear,0.281
4899,mistaken,equivocado,fear,0.281
4900,swelling,hinchazÃ³n,fear,0.281
4901,dwarfed,empequeÃ±ecido,fear,0.281
4902,surveillance,vigilancia,fear,0.281
4903,apache,apache,fear,0.281
4904,rush,prisa,fear,0.281
4905,yelp,gaÃ±ido,fear,0.281
4906,cartridge,cartucho,fear,0.281
4907,fortress,fortaleza,fear,0.281
4908,bigoted,fanÃ¡tico,fear,0.281
4909,notready,no estÃ¡ listo,fear,0.281
4910,challenge,reto,fear,0.281
4911,submitting,sumisiÃ³n,fear,0.281
4912,wan,NO TRANSLATION,fear,0.281
4913,confusion,ConfusiÃ³n,fear,0.281
4914,unruly,revoltoso,fear,0.281
4915,intense,intenso,fear,0.27899999999999997
4916,noncompliance,incumplimiento,fear,0.276
4917,alerts,alertas,fear,0.276
4918,planes,aviones,fear,0.27399999999999997
4919,displeased,disgustado,fear,0.273
4920,cop,policÃ­a,fear,0.273
4921,unbridled,desenfrenado,fear,0.271
4922,regiment,regimiento,fear,0.266
4923,crowds,multitudes,fear,0.266
4924,sentence,frase,fear,0.266
4925,blindfold,venda,fear,0.266
4926,crouch,agacharse,fear,0.266
4927,belt,cinturÃ³n,fear,0.266
4928,hooded,encapuchado,fear,0.266
4929,uncanny,misterioso,fear,0.266
4930,cupping,utilizaciÃ³n de tazas,fear,0.266
4931,sneak,furtivo,fear,0.266
4932,cloak,capa,fear,0.266
4933,banger,petardo,fear,0.266
4934,affront,afrenta,fear,0.266
4935,confession,confesiÃ³n,fear,0.266
4936,blemish,defecto,fear,0.266
4937,posse,grupo,fear,0.266
4938,auditions,audiciones,fear,0.266
4939,forgotten,olvidado,fear,0.266
4940,immerse,sumergirse,fear,0.266
4941,operation,operaciÃ³n,fear,0.266
4942,elevation,elevaciÃ³n,fear,0.266
4943,shanghai,llevar a la fuerza,fear,0.266
4944,hood,capucha,fear,0.266
4945,problem,problema,fear,0.266
4946,skid,patinar,fear,0.266
4947,insomnia,insomnio,fear,0.266
4948,newjob,NO TRANSLATION,fear,0.266
4949,acrobat,acrÃ³bata,fear,0.266
4950,flurries,rÃ¡fagas,fear,0.266
4951,force,fuerza,fear,0.266
4952,spur,estimular,fear,0.262
4953,defense,defensa,fear,0.258
4954,mortgagor,deudor hipotecario,fear,0.258
4955,impatiently,NO TRANSLATION,fear,0.25
4956,run,correr,fear,0.25
4957,rascal,bribÃ³n,fear,0.25
4958,standstill,parada,fear,0.25
4959,doubt,duda,fear,0.25
4960,cataract,catarata,fear,0.25
4961,repent,arrepentirse,fear,0.25
4962,unfamiliar,desconocido,fear,0.25
4963,delusional,delirante,fear,0.25
4964,obliging,servicial,fear,0.25
4965,hag,bruja,fear,0.25
4966,defend,defender,fear,0.25
4967,guard,Guardia,fear,0.25
4968,scapegoat,chivo expiatorio,fear,0.25
4969,swampy,pantanoso,fear,0.25
4970,react,reaccionar,fear,0.25
4971,breakingnews,noticias de Ãºltima hora,fear,0.25
4972,foul,falta,fear,0.25
4973,spinster,solterona,fear,0.25
4974,indifference,indiferencia,fear,0.25
4975,sunk,hundido,fear,0.25
4976,picket,piquete,fear,0.25
4977,insect,insecto,fear,0.25
4978,rating,clasificaciÃ³n,fear,0.25
4979,forewarned,prevenido,fear,0.25
4980,indecisive,indeciso,fear,0.25
4981,stealthy,cauteloso,fear,0.25
4982,jobinterview,NO TRANSLATION,fear,0.25
4983,grounded,conectado a tierra,fear,0.242
4984,badhabit,NO TRANSLATION,fear,0.242
4985,highest,mÃ¡s alto,fear,0.23600000000000002
4986,inequality,desigualdad,fear,0.23399999999999999
4987,rekindle,reavivar,fear,0.23399999999999999
4988,shrink,encogimiento,fear,0.23399999999999999
4989,scaffold,andamio,fear,0.23399999999999999
4990,discontent,descontento,fear,0.23399999999999999
4991,verge,borde,fear,0.23399999999999999
4992,psychiatrist,psiquiatra,fear,0.23399999999999999
4993,overdrive,sobremarcha,fear,0.23399999999999999
4994,thatmoment,NO TRANSLATION,fear,0.23399999999999999
4995,intercede,interceder,fear,0.23399999999999999
4996,pinion,piÃ±Ã³n,fear,0.23399999999999999
4997,finalized,finalizado,fear,0.23399999999999999
4998,shelters,refugios,fear,0.23399999999999999
4999,sleepless,insomne,fear,0.23399999999999999
5000,dependence,dependencia,fear,0.23399999999999999
5001,chicken,pollo,fear,0.23399999999999999
5002,instinctive,instintivo,fear,0.23399999999999999
5003,buzz,zumbido,fear,0.23399999999999999
5004,difficulty,dificultad,fear,0.23399999999999999
5005,bee,abeja,fear,0.23399999999999999
5006,insomniac,insomne,fear,0.23399999999999999
5007,aaaah,NO TRANSLATION,fear,0.23399999999999999
5008,buck,dÃ³lar,fear,0.23399999999999999
5009,rushing,apresurarse,fear,0.233
5010,overslept,dormido,fear,0.226
5011,default,defecto,fear,0.226
5012,confessional,confesional,fear,0.225
5013,impatient,impaciente,fear,0.22399999999999998
5014,immigrant,inmigrante,fear,0.21899999999999997
5015,heft,peso,fear,0.21899999999999997
5016,sweat,sudor,fear,0.21899999999999997
5017,waver,vacilar,fear,0.21899999999999997
5018,fingerscrossed,NO TRANSLATION,fear,0.21899999999999997
5019,stingy,tacaÃ±o,fear,0.21899999999999997
5020,thrill,emociÃ³n,fear,0.21899999999999997
5021,cane,caÃ±a,fear,0.21899999999999997
5022,aga,NO TRANSLATION,fear,0.21899999999999997
5023,whatif,y si,fear,0.21899999999999997
5024,tactics,tÃ¡ctica,fear,0.21899999999999997
5025,veer,virar,fear,0.21899999999999997
5026,unequal,desigual,fear,0.21899999999999997
5027,lastminute,Ãºltimo minuto,fear,0.21899999999999997
5028,jungle,selva,fear,0.21899999999999997
5029,bait,cebo,fear,0.21899999999999997
5030,revelations,revelaciones,fear,0.21899999999999997
5031,blues,blues,fear,0.21899999999999997
5032,overtired,cansado,fear,0.218
5033,prognosis,pronÃ³stico,fear,0.217
5034,alertness,vigilancia,fear,0.21600000000000003
5035,hyped,publicitado,fear,0.214
5036,somuchtodo,NO TRANSLATION,fear,0.212
5037,toomuchtodo,NO TRANSLATION,fear,0.212
5038,wishmeluck,DesÃ©ame suerte,fear,0.212
5039,tryouts,audiciones,fear,0.21
5040,clowns,payasos,fear,0.207
5041,fluctuation,fluctuaciÃ³n,fear,0.204
5042,restless,inquieto,fear,0.204
5043,examination,examen,fear,0.204
5044,intimacy,intimidad,fear,0.203
5045,phew,Uf,fear,0.203
5046,quail,codorniz,fear,0.203
5047,hurry,prisa,fear,0.203
5048,uphill,cuesta arriba,fear,0.203
5049,mighty,poderoso,fear,0.203
5050,birth,nacimiento,fear,0.203
5051,cross,cruzar,fear,0.203
5052,help,ayuda,fear,0.203
5053,overcome,superar,fear,0.203
5054,recesses,lo mÃ¡s hondo,fear,0.203
5055,acceptances,aceptaciones,fear,0.203
5056,fearless,audaz,fear,0.2
5057,ware,mercancÃ­a,fear,0.198
5058,change,cambio,fear,0.198
5059,withstand,resistir a,fear,0.19699999999999998
5060,asap,lo antes posible,fear,0.191
5061,owing,debido,fear,0.188
5062,gnome,gnomo,fear,0.188
5063,cautiously,cautelosamente,fear,0.188
5064,tract,tracto,fear,0.188
5065,deadlines,fechas lÃ­mite,fear,0.188
5066,heighten,aumentar,fear,0.188
5067,attorney,abogado,fear,0.188
5068,bug,error,fear,0.188
5069,knots,nudos,fear,0.188
5070,fragile,frÃ¡gil,fear,0.188
5071,rule,regla,fear,0.188
5072,advance,avanzar,fear,0.188
5073,intrigue,intriga,fear,0.188
5074,overcoming,superando,fear,0.188
5075,stillness,quietud,fear,0.188
5076,waitinggame,NO TRANSLATION,fear,0.188
5077,watch,reloj,fear,0.188
5078,unorganised,desorganizado,fear,0.188
5079,elf,duende,fear,0.185
5080,stillwaiting,NO TRANSLATION,fear,0.184
5081,lonely,solitario,fear,0.183
5082,slippery,resbaladizo,fear,0.18100000000000002
5083,interview,entrevista,fear,0.18
5084,everyman,cada hombre,fear,0.17800000000000002
5085,speculation,especulaciÃ³n,fear,0.17600000000000002
5086,needtoknow,necesito saber,fear,0.17300000000000001
5087,assessment,evaluaciÃ³n,fear,0.172
5088,competition,competencia,fear,0.172
5089,settlor,Settlor,fear,0.172
5090,rod,barra,fear,0.172
5091,checkpoint,control,fear,0.172
5092,regulatory,regulador,fear,0.172
5093,worship,rendir culto,fear,0.172
5094,shell,cÃ¡scara,fear,0.172
5095,readytogo,Listo para ir,fear,0.172
5096,uncertain,incierto,fear,0.172
5097,unsure,inseguro,fear,0.172
5098,birch,abedul,fear,0.172
5099,surprise,sorpresa,fear,0.172
5100,humanrights,NO TRANSLATION,fear,0.172
5101,chaff,paja,fear,0.172
5102,composure,calma,fear,0.172
5103,interviewer,entrevistador,fear,0.172
5104,less,Menos,fear,0.16699999999999998
5105,coy,tÃ­mido,fear,0.162
5106,iris,iris,fear,0.16
5107,audition,audiciÃ³n,fear,0.156
5108,sly,astuto,fear,0.156
5109,legalized,legalizado,fear,0.156
5110,intimately,Ã­ntimamente,fear,0.156
5111,needit,NO TRANSLATION,fear,0.156
5112,countdown,cuenta regresiva,fear,0.156
5113,hearing,audiciÃ³n,fear,0.156
5114,bases,bases,fear,0.156
5115,medication,medicaciÃ³n,fear,0.156
5116,ceasefire,alto el fuego,fear,0.156
5117,retirement,JubilaciÃ³n,fear,0.156
5118,courageous,valiente,fear,0.154
5119,overthinker,distorsionador,fear,0.153
5120,backtrack,volver hacia atrÃ¡s,fear,0.151
5121,dawned,amaneciÃ³,fear,0.15
5122,censor,censurar,fear,0.149
5123,bailiff,alguacil,fear,0.147
5124,syllabus,silaba,fear,0.147
5125,gent,caballero,fear,0.141
5126,caricature,caricatura,fear,0.141
5127,rationality,racionalidad,fear,0.141
5128,cove,ensenada,fear,0.141
5129,newcomer,reciÃ©n llegado,fear,0.141
5130,eventuality,eventualidad,fear,0.141
5131,imagination,imaginaciÃ³n,fear,0.141
5132,validity,validez,fear,0.141
5133,waiting,esperando,fear,0.141
5134,delay,retrasar,fear,0.141
5135,shy,tÃ­mido,fear,0.14
5136,alreadyyyyy,yaaaaa,fear,0.14
5137,symptom,sÃ­ntoma,fear,0.133
5138,excite,excitar,fear,0.132
5139,raccoon,mapache,fear,0.127
5140,prevent,evitar,fear,0.125
5141,needtorelax,NO TRANSLATION,fear,0.125
5142,clown,payaso,fear,0.125
5143,ahhh,ahhh,fear,0.125
5144,hawk,halcÃ³n,fear,0.125
5145,campaigning,haciendo campaÃ±a,fear,0.125
5146,soready,muy preparado,fear,0.125
5147,tryout,probar,fear,0.125
5148,marry,casar,fear,0.125
5149,sprite,duende,fear,0.125
5150,swim,nadar,fear,0.125
5151,gameday,dÃ­a de juego,fear,0.125
5152,sag,hundimiento,fear,0.12300000000000001
5153,pharmacy,farmacia,fear,0.12300000000000001
5154,policeman,policÃ­a,fear,0.121
5155,lace,cordÃ³n,fear,0.111
5156,dreamt,soÃ±ado,fear,0.111
5157,holiness,santidad,fear,0.109
5158,pray,orar,fear,0.109
5159,weight,peso,fear,0.109
5160,incase,en caso,fear,0.109
5161,knot,nudo,fear,0.109
5162,confidence,confianza,fear,0.109
5163,notoriety,notoriedad,fear,0.109
5164,homework,deberes,fear,0.109
5165,destination,destino,fear,0.109
5166,bigday,gran dÃ­a,fear,0.109
5167,slender,esbelto,fear,0.1
5168,undecided,indeciso,fear,0.098
5169,sympathetic,simpÃ¡tico,fear,0.09699999999999999
5170,god,Dios,fear,0.094
5171,grades,grados,fear,0.094
5172,loyal,leal,fear,0.094
5173,poise,equilibrio,fear,0.094
5174,treat,tratar,fear,0.094
5175,confident,confidente,fear,0.094
5176,counsellor,consejero,fear,0.094
5177,helmet,casco,fear,0.094
5178,case,caso,fear,0.094
5179,locate,localizar,fear,0.094
5180,northeast,Noreste,fear,0.08800000000000001
5181,compassion,compasiÃ³n,fear,0.078
5182,nurture,nutrir,fear,0.078
5183,graduation,graduaciÃ³n,fear,0.078
5184,graded,calificado,fear,0.075
5185,mum,mamÃ¡,fear,0.07
5186,infant,infantil,fear,0.067
5187,civilians,civiles,fear,0.062
5188,soulmate,alma gemela,fear,0.062
5189,civilian,civil,fear,0.062
5190,cloudiness,abundancia de nubes,fear,0.062
5191,gradschool,NO TRANSLATION,fear,0.062
5192,parade,desfile,fear,0.062
5193,cash,efectivo,fear,0.062
5194,journey,viaje,fear,0.062
5195,guidelines,lineamientos,fear,0.062
5196,youth,juventud,fear,0.062
5197,opera,Ã³pera,fear,0.057
5198,synonymous,sinÃ³nimo,fear,0.055999999999999994
5199,praying,rezando,fear,0.047
5200,honest,honesto,fear,0.047
5201,intelligence,inteligencia,fear,0.038
5202,romance,romance,fear,0.031
5203,lines,lÃ­neas,fear,0.031
5204,volunteer,voluntario,fear,0.031
5205,obey,obedecer,fear,0.016
5206,happiest,mÃ¡s feliz,joy,0.986
5207,happiness,felicidad,joy,0.9840000000000001
5208,bliss,felicidad,joy,0.971
5209,celebrating,celebrando,joy,0.97
5210,jubilant,jubiloso,joy,0.9690000000000001
5211,ecstatic,extÃ¡tico,joy,0.9540000000000001
5212,elation,elaciÃ³n,joy,0.9440000000000001
5213,bestdayever,el mejor dÃ­a,joy,0.938
5214,beaming,radiante,joy,0.938
5215,loveee,amor,joy,0.932
5216,celebration,celebracion,joy,0.929
5217,awesomeness,genialidad,joy,0.9259999999999999
5218,joy,alegrÃ­a,joy,0.924
5219,happily,felizmente,joy,0.922
5220,excitement,emociÃ³n,joy,0.922
5221,euphoria,euforia,joy,0.922
5222,fabulous,fabuloso,joy,0.922
5223,joyous,jubiloso,joy,0.922
5224,exuberance,exuberancia,joy,0.922
5225,makesmehappy,NO TRANSLATION,joy,0.922
5226,lovee,amor,joy,0.92
5227,gratitude,gratitud,joy,0.914
5228,spectacular,espectacular,joy,0.912
5229,merriment,alegrÃ­a,joy,0.912
5230,happydance,danza feliz,joy,0.912
5231,purebliss,NO TRANSLATION,joy,0.909
5232,overjoyed,lleno de alegrÃ­a,joy,0.909
5233,triumphant,triunfante,joy,0.907
5234,lovelovelove,NO TRANSLATION,joy,0.9059999999999999
5235,ecstasy,Ã©xtasis,joy,0.9059999999999999
5236,cheerful,alegre,joy,0.9059999999999999
5237,cheer,animar,joy,0.897
5238,elated,exaltado,joy,0.894
5239,lovethis,me gusta esto,joy,0.8909999999999999
5240,laugh,risa,joy,0.8909999999999999
5241,jolly,alegre,joy,0.8909999999999999
5242,pleasures,placeres,joy,0.8909999999999999
5243,excitation,excitaciÃ³n,joy,0.8909999999999999
5244,peaceofmind,NO TRANSLATION,joy,0.8909999999999999
5245,delighted,Encantado,joy,0.8909999999999999
5246,exhilaration,regocijo,joy,0.8909999999999999
5247,marvelously,maravillosamente,joy,0.8809999999999999
5248,loving,amoroso,joy,0.879
5249,joyful,alegre,joy,0.879
5250,outstanding,excepcional,joy,0.879
5251,blissful,feliz,joy,0.879
5252,pleasurable,agradable,joy,0.877
5253,iloveher,NO TRANSLATION,joy,0.875
5254,enthusiastic,entusiasta,joy,0.875
5255,lovinglife,vida amorosa,joy,0.875
5256,glee,alegrÃ­a,joy,0.875
5257,happyplace,NO TRANSLATION,joy,0.875
5258,overthemoon,NO TRANSLATION,joy,0.875
5259,yaaaay,NO TRANSLATION,joy,0.875
5260,sohappy,tan feliz,joy,0.868
5261,woohoo,woohoo,joy,0.8640000000000001
5262,laughing,riendo,joy,0.8640000000000001
5263,superb,magnÃ­fico,joy,0.8640000000000001
5264,wonderful,maravilloso,joy,0.863
5265,brilliant,brillante,joy,0.8590000000000001
5266,tearsofjoy,NO TRANSLATION,joy,0.8590000000000001
5267,cheering,aplausos,joy,0.8590000000000001
5268,hooray,hooray,joy,0.8590000000000001
5269,glory,gloria,joy,0.8590000000000001
5270,celebrated,celebrado,joy,0.8590000000000001
5271,loved,amado,joy,0.8590000000000001
5272,magnificent,magnÃ­fico,joy,0.8590000000000001
5273,ilovechristmas,NO TRANSLATION,joy,0.8590000000000001
5274,yayyyy,NO TRANSLATION,joy,0.8590000000000001
5275,hallelujah,aleluya,joy,0.8590000000000001
5276,exciting,emocionante,joy,0.853
5277,heavenly,celestial,joy,0.853
5278,thrilled,emocionado,joy,0.851
5279,mademyday,me alegrÃ³ el dÃ­a,joy,0.848
5280,hohoho,NO TRANSLATION,joy,0.845
5281,celebrate,celebrar,joy,0.8440000000000001
5282,favoriteholiday,NO TRANSLATION,joy,0.8440000000000001
5283,blessing,bendiciÃ³n,joy,0.8440000000000001
5284,wonderfully,maravillosamente,joy,0.8440000000000001
5285,sweetness,dulzura,joy,0.833
5286,marvellous,maravilloso,joy,0.833
5287,festive,festivo,joy,0.833
5288,blessed,bendito,joy,0.833
5289,paradise,paraÃ­so,joy,0.833
5290,celebrations,celebraciones,joy,0.833
5291,compliment,NO TRANSLATION,joy,0.831
5292,smiling,sonriente,joy,0.828
5293,enchanting,encantador,joy,0.828
5294,love,amor,joy,0.828
5295,allsmiles,NO TRANSLATION,joy,0.828
5296,homesweethome,hogar dulce hogar,joy,0.826
5297,thankyougod,NO TRANSLATION,joy,0.8240000000000001
5298,laughter,risa,joy,0.8240000000000001
5299,marvelous,maravilloso,joy,0.8240000000000001
5300,goodmood,NO TRANSLATION,joy,0.8190000000000001
5301,celebratory,celebratorio,joy,0.818
5302,sensational,sensacional,joy,0.818
5303,delightful,encantador,joy,0.818
5304,happyheart,CorazÃ³n feliz,joy,0.818
5305,rejoicing,alegrÃ­a,joy,0.818
5306,joys,alegrÃ­as,joy,0.818
5307,goodness,bondad,joy,0.818
5308,excited,emocionado,joy,0.818
5309,excellence,excelencia,joy,0.818
5310,greatful,NO TRANSLATION,joy,0.816
5311,jovial,jovial,joy,0.8140000000000001
5312,glorious,glorioso,joy,0.812
5313,lovemaking,haciendo el amor,joy,0.812
5314,rejoice,alegrarse,joy,0.812
5315,victorious,victorioso,joy,0.812
5316,excellent,excelente,joy,0.812
5317,bonanza,bonanza,joy,0.812
5318,smiley,smiley,joy,0.812
5319,enjoy,disfrutar,joy,0.812
5320,splendid,esplÃ©ndido,joy,0.812
5321,greatday,NO TRANSLATION,joy,0.812
5322,goodtimes,Buenos tiempos,joy,0.8109999999999999
5323,whatmakesmesmile,NO TRANSLATION,joy,0.8109999999999999
5324,happyday,dÃ­a feliz,joy,0.809
5325,myfavorite,mi favorito,joy,0.804
5326,yeahhhh,NO TRANSLATION,joy,0.8029999999999999
5327,pleasure,Placer,joy,0.8029999999999999
5328,thankyoulord,NO TRANSLATION,joy,0.8029999999999999
5329,yayyy,NO TRANSLATION,joy,0.8029999999999999
5330,gladness,alegrÃ­a,joy,0.8029999999999999
5331,giggle,risilla,joy,0.802
5332,yesss,yesss,joy,0.797
5333,happytweet,NO TRANSLATION,joy,0.797
5334,success,Ã©xito,joy,0.797
5335,happier,mÃ¡s feliz,joy,0.797
5336,dancing,bailando,joy,0.797
5337,lovinlife,Lovinlife,joy,0.797
5338,magnificence,magnificencia,joy,0.797
5339,lovemylife,NO TRANSLATION,joy,0.797
5340,grateful,agradecido,joy,0.789
5341,splendor,esplendor,joy,0.7879999999999999
5342,amuse,entretener,joy,0.7879999999999999
5343,fun,divertido,joy,0.7879999999999999
5344,happy,contento,joy,0.7879999999999999
5345,enchanted,encantado,joy,0.7809999999999999
5346,glorify,glorificar,joy,0.7809999999999999
5347,glad,alegre,joy,0.7809999999999999
5348,beautiful,hermosa,joy,0.7809999999999999
5349,solucky,muy afortunado,joy,0.7809999999999999
5350,giggling,riendo,joy,0.7809999999999999
5351,sothankful,NO TRANSLATION,joy,0.7809999999999999
5352,radiant,radiante,joy,0.7809999999999999
5353,heavens,Cielos,joy,0.779
5354,perfection,perfecciÃ³n,joy,0.779
5355,christmassy,navideÃ±o,joy,0.779
5356,romance,romance,joy,0.779
5357,thrilling,emocionante,joy,0.7759999999999999
5358,miraculous,milagroso,joy,0.773
5359,fiesta,fiesta,joy,0.773
5360,entertain,entretener,joy,0.773
5361,congrats,felicitaciones,joy,0.773
5362,cheers,aclamaciones,joy,0.773
5363,happyvalentinesday,NO TRANSLATION,joy,0.773
5364,positivity,positividad,joy,0.773
5365,lovable,amable,joy,0.773
5366,cheered,animado,joy,0.773
5367,funday,dÃ­a divertido,joy,0.772
5368,enjoying,disfrutando,joy,0.7709999999999999
5369,cuddling,caricias,joy,0.7659999999999999
5370,christmasspirit,NO TRANSLATION,joy,0.7659999999999999
5371,goodfeeling,NO TRANSLATION,joy,0.7659999999999999
5372,amused,divertido,joy,0.7659999999999999
5373,lifeisgood,la vida es buena,joy,0.7659999999999999
5374,thebest,el mejor,joy,0.7659999999999999
5375,sosweet,tan dulce,joy,0.7659999999999999
5376,smiles,sonrisas,joy,0.7659999999999999
5377,delight,deleite,joy,0.765
5378,orgasm,orgasmo,joy,0.765
5379,party,fiesta,joy,0.765
5380,positive,positivo,joy,0.7609999999999999
5381,cheerfulness,alegrÃ­a,joy,0.758
5382,miracles,milagros,joy,0.758
5383,sweetheart,novio,joy,0.758
5384,enlighten,iluminar,joy,0.758
5385,christmastime,tiempo de Navidad,joy,0.757
5386,giddy,mareado,joy,0.757
5387,romantic,romÃ¡ntico,joy,0.75
5388,gratify,satisfacer,joy,0.75
5389,friendliness,amabilidad,joy,0.75
5390,laughs,risas,joy,0.75
5391,greatness,grandeza,joy,0.75
5392,happyholidays,NO TRANSLATION,joy,0.75
5393,pleasing,agradable,joy,0.75
5394,blessings,bendiciones,joy,0.75
5395,smile,sonreÃ­r,joy,0.75
5396,tistheseason,NO TRANSLATION,joy,0.75
5397,frolic,fiesta,joy,0.748
5398,jubilee,aniversario,joy,0.742
5399,enthusiasm,entusiasmo,joy,0.742
5400,triumph,triunfo,joy,0.742
5401,positiveenergy,NO TRANSLATION,joy,0.742
5402,magical,mÃ¡gico,joy,0.742
5403,goodvibes,NO TRANSLATION,joy,0.742
5404,selflove,NO TRANSLATION,joy,0.742
5405,miracle,milagro,joy,0.742
5406,rewarding,gratificante,joy,0.742
5407,feelgood,sentirse bien,joy,0.736
5408,prosperity,prosperidad,joy,0.735
5409,luxurious,lujoso,joy,0.7340000000000001
5410,behappy,NO TRANSLATION,joy,0.7340000000000001
5411,greatnight,NO TRANSLATION,joy,0.7340000000000001
5412,vivacious,vivaz,joy,0.7340000000000001
5413,goodday,buen dÃ­a,joy,0.7340000000000001
5414,passionate,apasionado,joy,0.7340000000000001
5415,feelinggood,NO TRANSLATION,joy,0.7340000000000001
5416,enchant,encantar,joy,0.7340000000000001
5417,victory,victoria,joy,0.7340000000000001
5418,admiration,admiraciÃ³n,joy,0.7340000000000001
5419,tgif,tgif,joy,0.7340000000000001
5420,glorification,glorificaciÃ³n,joy,0.733
5421,sing,canta,joy,0.7290000000000001
5422,glowing,brillante,joy,0.7290000000000001
5423,breathtaking,asombroso,joy,0.728
5424,fulfillment,cumplimiento,joy,0.728
5425,yessss,yessss,joy,0.728
5426,cheery,alegre,joy,0.727
5427,thankful,agradecido,joy,0.727
5428,hurrah,Hurra,joy,0.727
5429,christmasbreak,NO TRANSLATION,joy,0.727
5430,santa,santa,joy,0.727
5431,award,premio,joy,0.727
5432,atpeace,en paz,joy,0.727
5433,win,ganar,joy,0.727
5434,merry,alegre,joy,0.727
5435,pleased,satisfecho,joy,0.725
5436,radiance,resplandor,joy,0.725
5437,inspiration,inspiraciÃ³n,joy,0.725
5438,uplift,edificaciÃ³n,joy,0.723
5439,optimistic,optimista,joy,0.723
5440,heaven,cielo,joy,0.721
5441,lucky,suerte,joy,0.721
5442,thrill,emociÃ³n,joy,0.721
5443,godisgreat,NO TRANSLATION,joy,0.721
5444,holidays,vacaciones,joy,0.721
5445,harmony,armonÃ­a,joy,0.7190000000000001
5446,brighten,aclarar,joy,0.7190000000000001
5447,lover,amante,joy,0.7190000000000001
5448,heartfelt,sentido,joy,0.7190000000000001
5449,utopian,utÃ³pico,joy,0.7190000000000001
5450,xmas,Navidad,joy,0.7190000000000001
5451,lovely,encantador,joy,0.7190000000000001
5452,amusement,diversiÃ³n,joy,0.7190000000000001
5453,congratulatory,congratulatorio,joy,0.7190000000000001
5454,praising,alabando,joy,0.7190000000000001
5455,thriving,prÃ³spero,joy,0.7190000000000001
